label,tid,lat_lon,date_time
D,12,50.1516 3.78525,1970-01-01 04:17:59
D,12,50.1519 3.78555,1970-01-01 04:19:41
D,12,50.1516 3.78375,1970-01-01 04:23:22
D,12,50.1522 3.78345,1970-01-01 04:27:02
D,12,50.1522 3.78345,1970-01-01 04:42:51
D,12,50.1549 3.78675,1970-01-01 04:53:33
D,12,50.1513 3.78615,1970-01-01 05:16:44
D,12,50.151 3.78645,1970-01-01 05:27:27
D,12,50.1498 3.78465,1970-01-01 05:29:06
D,12,50.1504 3.78495,1970-01-01 05:30:44
D,12,50.1501 3.78315,1970-01-01 05:36:03
D,12,50.151 3.78615,1970-01-01 05:54:17
D,12,50.1516 3.78585,1970-01-01 06:03:15
D,12,50.1522 3.78705,1970-01-01 06:04:56
D,12,50.1513 3.78795,1970-01-01 06:15:28
D,12,50.151 3.78645,1970-01-01 06:17:05
D,12,50.1513 3.78645,1970-01-01 06:20:28
D,12,50.1519 3.78735,1970-01-01 06:31:16
D,12,50.1513 3.78765,1970-01-01 06:33:04
D,12,50.1456 3.78825,1970-01-01 06:34:52
D,12,50.145 3.78825,1970-01-01 06:40:19
D,12,50.145 3.78705,1970-01-01 06:50:54
D,12,50.1456 3.78705,1970-01-01 06:52:36
D,12,50.1462 3.78855,1970-01-01 07:04:58
D,12,50.1456 3.78915,1970-01-01 07:17:26
D,12,50.1447 3.78825,1970-01-01 07:21:00
D,12,50.145 3.78855,1970-01-01 07:26:35
D,12,50.1429 3.78765,1970-01-01 07:32:34
D,12,50.1429 3.78945,1970-01-01 07:34:50
D,12,50.1432 3.78705,1970-01-01 07:37:05
D,12,50.145 3.78885,1970-01-01 07:41:19
D,12,50.145 3.78975,1970-01-01 07:43:19
D,12,50.1447 3.78945,1970-01-01 07:45:53
D,12,50.142 3.78945,1970-01-01 07:50:59
D,12,50.1438 3.78885,1970-01-01 07:52:47
D,12,50.1444 3.78795,1970-01-01 07:56:22
D,12,50.1447 3.78855,1970-01-01 07:58:30
D,12,50.1447 3.78795,1970-01-01 08:00:41
D,12,50.1417 3.78945,1970-01-01 08:02:44
D,12,50.1489 3.78675,1970-01-01 08:04:36
D,12,50.1447 3.78735,1970-01-01 08:06:29
D,12,50.1465 3.78705,1970-01-01 08:08:24
D,12,50.1459 3.78795,1970-01-01 08:10:40
D,12,50.1444 3.78765,1970-01-01 08:12:47
D,12,50.1453 3.78765,1970-01-01 08:14:46
D,12,50.1447 3.78825,1970-01-01 08:16:40
D,12,50.1456 3.78915,1970-01-01 08:18:30
D,12,50.1492 3.78555,1970-01-01 08:20:17
D,12,50.145 3.78885,1970-01-01 08:22:18
D,12,50.1453 3.78975,1970-01-01 08:24:29
D,12,50.1447 3.78765,1970-01-01 08:26:39
D,12,50.1444 3.78765,1970-01-01 08:28:28
D,12,50.1456 3.78795,1970-01-01 08:30:20
D,12,50.1462 3.79275,1970-01-01 08:32:14
D,12,50.1465 3.78765,1970-01-01 08:34:11
D,12,50.1471 3.78585,1970-01-01 08:36:54
D,12,50.1477 3.79005,1970-01-01 08:38:55
D,12,50.1444 3.78915,1970-01-01 08:40:48
D,12,50.145 3.78885,1970-01-01 08:44:30
D,12,50.1453 3.78645,1970-01-01 08:46:35
D,12,50.1483 3.78465,1970-01-01 08:48:43
D,12,50.1447 3.78705,1970-01-01 08:50:47
D,12,50.1438 3.78795,1970-01-01 08:52:38
D,12,50.151 3.79515,1970-01-01 08:54:30
D,12,50.1453 3.79095,1970-01-01 09:04:14
D,12,50.1444 3.78945,1970-01-01 09:06:04
D,12,50.1453 3.78645,1970-01-01 09:07:53
D,12,50.1468 3.78945,1970-01-01 09:10:01
D,12,50.1453 3.78705,1970-01-01 09:12:15
D,12,50.1453 3.78735,1970-01-01 09:14:26
D,12,50.142 3.79245,1970-01-01 09:20:07
D,12,50.148 3.79665,1970-01-01 09:28:04
D,12,50.1447 3.79005,1970-01-01 09:29:53
D,12,50.1456 3.78765,1970-01-01 09:31:40
D,12,50.1453 3.78825,1970-01-01 09:33:40
D,12,50.1432 3.79035,1970-01-01 09:35:52
D,12,50.1516 3.78885,1970-01-01 09:41:47
D,12,50.1483 3.79485,1970-01-01 09:53:32
D,12,50.1477 3.78645,1970-01-01 09:59:23
D,12,50.1516 3.78675,1970-01-01 10:03:34
D,12,50.1561 3.78495,1970-01-01 10:05:27
D,12,50.1465 3.79035,1970-01-01 10:18:27
D,12,50.1417 3.78855,1970-01-01 10:20:16
D,12,50.1471 3.78375,1970-01-01 10:28:35
D,12,50.1516 3.78465,1970-01-01 10:32:30
D,12,50.1519 3.78525,1970-01-01 10:34:30
D,12,50.1516 3.78405,1970-01-01 10:38:37
D,12,50.142 3.78915,1970-01-01 10:44:26
D,12,50.1429 3.79215,1970-01-01 10:46:35
D,12,50.1456 3.78885,1970-01-01 10:48:52
D,12,50.1483 3.78645,1970-01-01 10:50:59
D,12,50.151 3.79575,1970-01-01 11:04:50
D,12,50.1486 3.79095,1970-01-01 11:06:46
D,12,50.1495 3.78435,1970-01-01 11:10:47
D,12,50.148 3.78375,1970-01-01 11:13:07
D,12,50.1471 3.78465,1970-01-01 11:15:13
D,12,50.1504 3.78855,1970-01-01 11:17:10
D,12,50.145 3.78915,1970-01-01 11:32:52
D,12,50.1546 3.79785,1970-01-01 11:49:21
D,12,50.1537 3.79695,1970-01-01 11:51:25
D,12,50.1558 3.79215,1970-01-01 11:53:23
D,12,50.1576 3.79005,1970-01-01 11:55:18
D,12,50.1582 3.78915,1970-01-01 11:57:17
D,20,50.0775 3.80385,1970-01-01 00:00:00
D,20,50.076 3.80295,1970-01-01 00:09:02
D,20,50.0802 3.80445,1970-01-01 00:26:07
D,20,50.0784 3.80235,1970-01-01 00:36:52
D,20,50.079 3.80475,1970-01-01 00:50:57
D,20,50.0658 3.79095,1970-01-01 01:03:31
D,20,50.061 3.79605,1970-01-01 01:07:00
D,20,50.0682 3.79365,1970-01-01 01:08:46
D,20,50.0697 3.80265,1970-01-01 01:22:55
D,20,50.0712 3.80415,1970-01-01 01:26:24
D,20,50.0724 3.80025,1970-01-01 01:31:44
D,20,50.0718 3.80145,1970-01-01 01:34:48
D,20,50.0733 3.80355,1970-01-01 01:39:59
D,20,50.0697 3.80835,1970-01-01 01:50:32
D,20,50.0787 3.81045,1970-01-01 02:01:04
D,20,50.0793 3.81045,1970-01-01 02:04:37
D,20,50.0805 3.81135,1970-01-01 02:10:07
D,20,50.0808 3.80985,1970-01-01 02:13:35
D,20,50.0811 3.80805,1970-01-01 02:15:20
D,20,50.0778 3.80685,1970-01-01 02:25:53
D,20,50.0775 3.80895,1970-01-01 02:27:41
D,20,50.0796 3.80595,1970-01-01 02:34:55
D,20,50.0793 3.80655,1970-01-01 02:36:38
D,20,50.0793 3.80745,1970-01-01 02:38:23
D,20,50.0787 3.80475,1970-01-01 02:40:08
D,20,50.0736 3.80355,1970-01-01 02:43:42
D,20,50.0736 3.80235,1970-01-01 02:45:25
D,20,50.0739 3.80205,1970-01-01 02:48:45
D,20,50.0739 3.80205,1970-01-01 02:50:26
D,20,50.0736 3.80055,1970-01-01 02:52:14
D,20,50.0736 3.80085,1970-01-01 02:54:05
D,20,50.0739 3.80235,1970-01-01 02:57:45
D,20,50.0739 3.80205,1970-01-01 02:59:30
D,20,50.073 3.80115,1970-01-01 03:01:14
D,20,50.0739 3.80145,1970-01-01 03:03:01
D,20,50.0745 3.80085,1970-01-01 03:04:46
D,20,50.0748 3.80115,1970-01-01 03:06:33
D,20,50.0739 3.79875,1970-01-01 03:08:21
D,20,50.0751 3.80205,1970-01-01 03:10:08
D,20,50.0754 3.80235,1970-01-01 03:13:33
D,20,50.0745 3.80145,1970-01-01 03:15:20
D,20,50.0751 3.80535,1970-01-01 03:17:13
D,20,50.0742 3.80085,1970-01-01 03:19:03
D,20,50.0742 3.80205,1970-01-01 03:22:40
D,20,50.0739 3.80205,1970-01-01 03:26:05
D,20,50.0736 3.80115,1970-01-01 03:27:52
D,20,50.0736 3.80145,1970-01-01 03:29:38
D,20,50.073 3.80175,1970-01-01 03:31:25
D,20,50.0748 3.80385,1970-01-01 03:33:14
D,20,50.0739 3.80385,1970-01-01 04:10:19
D,20,50.0739 3.80385,1970-01-01 04:15:32
D,20,50.0736 3.80415,1970-01-01 04:24:25
D,20,50.0727 3.80145,1970-01-01 04:36:52
D,20,50.0715 3.80355,1970-01-01 04:40:28
D,20,50.0715 3.80295,1970-01-01 04:46:02
D,20,50.0715 3.80355,1970-01-01 04:47:41
D,20,50.0709 3.80385,1970-01-01 04:49:22
D,20,50.0709 3.80265,1970-01-01 04:51:02
D,20,50.0718 3.80415,1970-01-01 04:52:51
D,20,50.0769 3.80655,1970-01-01 04:56:33
D,20,50.0769 3.80835,1970-01-01 04:58:17
D,20,50.0775 3.80535,1970-01-01 05:01:47
D,20,50.0736 3.80535,1970-01-01 05:05:22
D,20,50.0772 3.80715,1970-01-01 05:10:41
D,20,50.0766 3.80565,1970-01-01 05:13:58
D,20,50.0775 3.80805,1970-01-01 05:19:23
D,20,50.0775 3.80745,1970-01-01 05:22:56
D,20,50.0787 3.80715,1970-01-01 05:24:40
D,20,50.0787 3.80685,1970-01-01 05:30:05
D,20,50.0799 3.80595,1970-01-01 05:46:31
D,20,50.0796 3.80685,1970-01-01 05:48:13
D,20,50.0796 3.80565,1970-01-01 05:53:26
D,20,50.0793 3.80535,1970-01-01 05:58:42
D,20,50.0793 3.80565,1970-01-01 06:09:22
D,20,50.0784 3.80505,1970-01-01 06:11:05
D,20,50.0784 3.80535,1970-01-01 06:12:49
D,20,50.0781 3.80265,1970-01-01 06:21:55
D,20,50.0781 3.80325,1970-01-01 06:26:52
D,20,50.0775 3.80445,1970-01-01 06:34:13
D,20,50.0784 3.80415,1970-01-01 06:35:53
D,20,50.0778 3.80175,1970-01-01 06:41:13
D,20,50.0781 3.80475,1970-01-01 06:44:50
D,20,50.079 3.80415,1970-01-01 06:46:34
D,20,50.0784 3.80325,1970-01-01 06:48:11
D,20,50.0775 3.80715,1970-01-01 06:49:52
D,20,50.0775 3.80685,1970-01-01 06:51:40
D,20,50.0796 3.80655,1970-01-01 06:57:14
D,20,50.0793 3.80595,1970-01-01 07:00:45
D,20,50.0817 3.80625,1970-01-01 07:20:27
D,20,50.0811 3.80565,1970-01-01 07:30:22
D,20,50.0823 3.80805,1970-01-01 07:32:17
D,20,50.0736 3.80265,1970-01-01 07:35:58
D,20,50.0808 3.80805,1970-01-01 07:37:44
D,20,50.0811 3.80805,1970-01-01 07:44:01
D,20,50.0826 3.80625,1970-01-01 07:45:56
D,20,50.0802 3.80895,1970-01-01 07:47:49
D,20,50.0829 3.80835,1970-01-01 07:51:38
D,20,50.0826 3.80805,1970-01-01 07:51:55
D,20,50.0808 3.80595,1970-01-01 07:59:51
D,20,50.0811 3.80805,1970-01-01 08:07:51
D,20,50.0793 3.80595,1970-01-01 08:09:49
D,20,50.0763 3.80475,1970-01-01 08:17:39
D,20,50.0823 3.80715,1970-01-01 08:29:51
D,20,50.0814 3.80505,1970-01-01 08:32:01
D,20,50.0781 3.80445,1970-01-01 08:33:58
D,20,50.076 3.80535,1970-01-01 08:35:50
D,20,50.079 3.80565,1970-01-01 08:49:15
D,20,50.0823 3.80445,1970-01-01 08:51:09
D,20,50.0823 3.80595,1970-01-01 08:53:22
D,20,50.0727 3.80265,1970-01-01 08:57:36
D,20,50.079 3.80685,1970-01-01 09:01:25
D,20,50.0802 3.80865,1970-01-01 09:13:02
D,20,50.0796 3.80505,1970-01-01 09:16:59
D,20,50.0808 3.80595,1970-01-01 09:21:15
D,20,50.0745 3.80355,1970-01-01 09:57:50
D,20,50.0712 3.80055,1970-01-01 10:09:52
D,20,50.0772 3.80895,1970-01-01 10:23:48
D,20,50.0775 3.80475,1970-01-01 10:36:07
D,20,50.0775 3.80805,1970-01-01 10:49:55
D,20,50.0832 3.80565,1970-01-01 10:58:27
D,20,50.082 3.80955,1970-01-01 11:00:22
D,20,50.079 3.80895,1970-01-01 11:04:19
D,20,50.082 3.80865,1970-01-01 11:06:17
D,20,50.0805 3.80805,1970-01-01 11:12:19
D,20,50.0832 3.80625,1970-01-01 11:14:11
D,20,50.0613 3.78705,1970-01-01 11:22:31
D,20,50.0589 3.78615,1970-01-01 11:24:32
D,20,50.061 3.78465,1970-01-01 11:26:31
D,20,50.061 3.78435,1970-01-01 11:28:32
D,20,50.061 3.78405,1970-01-01 11:30:35
D,20,50.0643 3.78435,1970-01-01 11:32:38
D,20,50.0694 3.79995,1970-01-01 11:40:37
D,22,50.0958 3.80565,1970-01-01 00:00:00
D,22,50.091 3.80415,1970-01-01 00:10:53
D,22,50.0943 3.80505,1970-01-01 00:38:59
D,22,50.0958 3.80145,1970-01-01 00:53:05
D,22,50.1015 3.80385,1970-01-01 00:58:22
D,22,50.0928 3.80265,1970-01-01 01:16:05
D,22,50.0931 3.80565,1970-01-01 01:17:50
D,22,50.0919 3.80565,1970-01-01 01:30:14
D,22,50.0919 3.80385,1970-01-01 01:33:44
D,22,50.0919 3.80505,1970-01-01 01:35:31
D,22,50.0919 3.80355,1970-01-01 01:37:18
D,22,50.0913 3.80415,1970-01-01 01:40:22
D,22,50.0901 3.80625,1970-01-01 01:43:45
D,22,50.0907 3.80535,1970-01-01 01:51:06
D,22,50.0937 3.79635,1970-01-01 02:04:56
D,22,50.0955 3.80295,1970-01-01 02:10:11
D,22,50.0982 3.80475,1970-01-01 02:26:19
D,22,50.0979 3.80325,1970-01-01 02:28:05
D,22,50.1015 3.80205,1970-01-01 02:29:47
D,22,50.0961 3.80205,1970-01-01 02:31:28
D,22,50.0955 3.80265,1970-01-01 02:33:14
D,22,50.094 3.80175,1970-01-01 02:38:46
D,22,50.0961 3.80415,1970-01-01 02:42:12
D,22,50.1 3.80295,1970-01-01 02:54:20
D,22,50.0916 3.80475,1970-01-01 03:06:48
D,22,50.0907 3.80265,1970-01-01 03:28:14
D,22,50.091 3.80295,1970-01-01 03:29:54
D,22,50.0886 3.80385,1970-01-01 03:56:29
D,22,50.0934 3.80325,1970-01-01 04:03:30
D,22,50.0937 3.80265,1970-01-01 04:05:10
D,22,50.0943 3.80475,1970-01-01 04:21:07
D,22,50.0907 3.80295,1970-01-01 04:40:42
D,22,50.0898 3.80415,1970-01-01 05:28:30
D,22,50.0964 3.80385,1970-01-01 06:04:17
D,22,50.0952 3.80325,1970-01-01 06:18:23
D,22,50.0955 3.80715,1970-01-01 07:02:49
D,22,50.0931 3.80835,1970-01-01 07:13:12
D,22,50.0931 3.80955,1970-01-01 07:17:21
D,22,50.0931 3.80805,1970-01-01 07:25:59
D,22,50.0913 3.80655,1970-01-01 07:41:32
D,22,50.091 3.80655,1970-01-01 08:31:24
D,22,50.094 3.80325,1970-01-01 09:26:49
D,22,50.0949 3.80145,1970-01-01 09:28:39
D,22,50.0949 3.80115,1970-01-01 09:30:33
D,22,50.0952 3.80055,1970-01-01 09:44:10
D,22,50.0949 3.80085,1970-01-01 09:50:26
D,22,50.0955 3.80115,1970-01-01 10:07:11
D,22,50.0961 3.80415,1970-01-01 10:09:04
D,22,50.0955 3.80385,1970-01-01 10:39:44
D,22,50.0943 3.80475,1970-01-01 11:03:59
D,22,50.0928 3.80085,1970-01-01 11:30:05
E,23,50.0952 3.78405,1970-01-01 00:00:00
E,23,50.076 3.77655,1970-01-01 00:03:27
E,23,50.0802 3.77745,1970-01-01 00:09:41
E,23,50.0763 3.77895,1970-01-01 00:13:13
E,23,50.0703 3.77505,1970-01-01 00:23:59
E,23,50.0712 3.77565,1970-01-01 00:25:44
E,23,50.0685 3.77925,1970-01-01 00:35:56
E,23,50.0619 3.77085,1970-01-01 00:39:19
E,23,50.0748 3.76425,1970-01-01 00:51:49
E,23,50.097 3.76935,1970-01-01 00:53:38
E,23,50.1006 3.77235,1970-01-01 00:57:14
E,23,50.1006 3.77145,1970-01-01 00:59:01
E,23,50.0976 3.77685,1970-01-01 01:02:23
E,23,50.0955 3.77835,1970-01-01 01:11:25
E,23,50.0835 3.77715,1970-01-01 01:13:14
E,23,50.0799 3.77355,1970-01-01 01:14:58
E,23,50.0814 3.77535,1970-01-01 01:16:43
E,23,50.0769 3.77475,1970-01-01 01:18:28
E,23,50.0964 3.78135,1970-01-01 01:25:28
E,23,50.0952 3.77775,1970-01-01 01:28:54
E,23,50.0826 3.77355,1970-01-01 01:41:22
E,23,50.0877 3.76665,1970-01-01 01:48:00
E,23,50.0913 3.76605,1970-01-01 01:49:41
E,23,50.0958 3.77685,1970-01-01 02:00:31
E,23,50.1069 3.77565,1970-01-01 02:07:14
E,23,50.106 3.77775,1970-01-01 02:12:35
E,23,50.1087 3.77445,1970-01-01 02:26:47
E,23,50.109 3.77205,1970-01-01 02:32:09
E,23,50.0817 3.76905,1970-01-01 02:37:25
E,23,50.0886 3.76845,1970-01-01 02:40:53
E,23,50.0892 3.76695,1970-01-01 02:46:24
E,23,50.0967 3.76935,1970-01-01 02:49:50
E,23,50.0841 3.75225,1970-01-01 02:51:36
E,23,50.0883 3.74715,1970-01-01 02:56:54
E,23,50.0886 3.75015,1970-01-01 02:58:38
E,23,50.0946 3.75015,1970-01-01 03:01:58
E,23,50.1111 3.74685,1970-01-01 03:21:33
E,23,50.109 3.74835,1970-01-01 03:23:20
E,23,50.1102 3.75075,1970-01-01 03:26:46
E,23,50.1099 3.75075,1970-01-01 03:28:33
E,23,50.1096 3.75075,1970-01-01 03:34:07
E,23,50.109 3.75285,1970-01-01 03:37:32
E,23,50.0964 3.74985,1970-01-01 03:39:17
E,23,50.0931 3.75015,1970-01-01 03:41:04
E,23,50.0928 3.75165,1970-01-01 03:42:50
E,23,50.0937 3.75045,1970-01-01 03:44:38
E,23,50.082 3.75405,1970-01-01 03:48:10
E,23,50.1 3.76455,1970-01-01 03:49:52
E,23,50.1009 3.76815,1970-01-01 03:51:34
E,23,50.0937 3.76485,1970-01-01 03:58:53
E,23,50.1009 3.77565,1970-01-01 04:05:50
E,23,50.0991 3.77415,1970-01-01 04:07:38
E,23,50.0997 3.77265,1970-01-01 04:09:23
E,23,50.0997 3.77565,1970-01-01 04:11:08
E,23,50.0997 3.77535,1970-01-01 04:12:47
E,23,50.097 3.76785,1970-01-01 04:16:13
E,23,50.0919 3.76905,1970-01-01 04:27:00
E,23,50.0925 3.76965,1970-01-01 04:32:20
E,23,50.0898 3.76995,1970-01-01 04:35:55
E,23,50.0907 3.77445,1970-01-01 04:37:38
E,23,50.112 3.77265,1970-01-01 04:39:19
E,23,50.1114 3.77955,1970-01-01 04:48:20
E,23,50.1123 3.77865,1970-01-01 04:50:04
E,23,50.0946 3.77385,1970-01-01 04:53:40
E,23,50.1042 3.77775,1970-01-01 05:00:53
E,23,50.1105 3.77955,1970-01-01 05:13:14
E,23,50.0994 3.75735,1970-01-01 05:14:59
E,23,50.0919 3.74985,1970-01-01 05:16:46
E,23,50.0916 3.74985,1970-01-01 05:18:34
E,23,50.0928 3.75135,1970-01-01 05:22:14
E,23,50.0901 3.74985,1970-01-01 05:23:54
E,23,50.0898 3.75045,1970-01-01 05:25:32
E,23,50.1063 3.75495,1970-01-01 05:27:10
E,23,50.1075 3.75015,1970-01-01 05:36:08
E,23,50.0916 3.75075,1970-01-01 05:39:37
E,23,50.0922 3.74955,1970-01-01 05:41:22
E,23,50.0961 3.76215,1970-01-01 05:50:45
E,23,50.0952 3.76185,1970-01-01 05:54:17
E,23,50.1006 3.76005,1970-01-01 05:56:07
E,23,50.0949 3.74955,1970-01-01 05:59:43
E,23,50.0946 3.74835,1970-01-01 06:01:25
E,23,50.0949 3.74925,1970-01-01 06:03:08
E,23,50.0964 3.74805,1970-01-01 06:06:38
E,23,50.0922 3.74925,1970-01-01 06:08:25
E,23,50.0925 3.74955,1970-01-01 06:11:55
E,23,50.1024 3.75945,1970-01-01 06:15:14
E,23,50.0925 3.74835,1970-01-01 06:24:17
E,23,50.0931 3.74805,1970-01-01 06:27:46
E,23,50.0934 3.74595,1970-01-01 06:29:35
E,23,50.1357 3.74655,1970-01-01 06:33:16
E,23,50.1372 3.74655,1970-01-01 06:35:07
E,23,50.1354 3.74565,1970-01-01 06:36:47
E,23,50.1342 3.74475,1970-01-01 06:38:23
E,23,50.1231 3.75225,1970-01-01 06:45:36
E,23,50.127 3.75615,1970-01-01 06:49:05
E,23,50.1267 3.75555,1970-01-01 06:52:37
E,23,50.1267 3.75555,1970-01-01 06:54:25
E,23,50.1249 3.75555,1970-01-01 06:58:02
E,23,50.1267 3.75525,1970-01-01 06:59:47
E,23,50.1156 3.75285,1970-01-01 07:12:10
E,23,50.1165 3.75465,1970-01-01 07:13:57
E,23,50.118 3.75375,1970-01-01 07:15:44
E,23,50.1171 3.75585,1970-01-01 07:17:30
E,23,50.1174 3.75675,1970-01-01 07:23:04
E,23,50.1174 3.75585,1970-01-01 07:25:01
E,23,50.1282 3.75225,1970-01-01 07:39:49
E,23,50.1279 3.75315,1970-01-01 07:43:34
E,23,50.1342 3.75765,1970-01-01 07:45:29
E,23,50.1351 3.75705,1970-01-01 07:47:22
E,23,50.133 3.75615,1970-01-01 07:49:10
E,23,50.0994 3.75855,1970-01-01 07:52:52
E,23,50.0985 3.75975,1970-01-01 07:55:02
E,23,50.0994 3.76065,1970-01-01 07:57:12
E,23,50.0997 3.76035,1970-01-01 07:59:07
E,23,50.1024 3.77445,1970-01-01 08:01:01
E,23,50.1015 3.77445,1970-01-01 08:02:54
E,23,50.1018 3.77505,1970-01-01 08:04:50
E,23,50.1018 3.77565,1970-01-01 08:07:13
E,23,50.1039 3.77595,1970-01-01 08:09:13
E,23,50.1057 3.77445,1970-01-01 08:11:13
E,23,50.1036 3.76635,1970-01-01 08:13:03
E,23,50.1039 3.75975,1970-01-01 08:18:48
E,23,50.1039 3.76575,1970-01-01 08:23:01
E,23,50.1042 3.76785,1970-01-01 08:24:53
E,23,50.0931 3.77265,1970-01-01 08:28:41
E,23,50.0934 3.77295,1970-01-01 08:30:51
E,23,50.0934 3.77295,1970-01-01 08:33:21
E,23,50.0886 3.77025,1970-01-01 08:37:13
E,23,50.0961 3.76245,1970-01-01 08:39:02
E,23,50.0997 3.75735,1970-01-01 08:40:55
E,23,50.0928 3.76515,1970-01-01 08:43:02
E,23,50.0886 3.76845,1970-01-01 08:47:10
E,23,50.088 3.76875,1970-01-01 08:49:02
E,23,50.0862 3.76725,1970-01-01 08:52:52
E,23,50.0859 3.76725,1970-01-01 08:54:50
E,23,50.0916 3.77505,1970-01-01 09:02:27
E,23,50.0895 3.77565,1970-01-01 09:04:20
E,23,50.0931 3.77955,1970-01-01 09:08:47
E,23,50.0928 3.78015,1970-01-01 09:10:49
E,23,50.0928 3.77985,1970-01-01 09:12:43
E,23,50.0982 3.78135,1970-01-01 09:14:37
E,23,50.0985 3.78195,1970-01-01 09:16:35
E,23,50.0985 3.78195,1970-01-01 09:18:31
E,23,50.1009 3.78375,1970-01-01 09:24:27
E,23,50.0982 3.78645,1970-01-01 09:26:15
E,23,50.0976 3.78435,1970-01-01 09:28:04
E,23,50.0985 3.78435,1970-01-01 09:30:11
E,23,50.0946 3.78255,1970-01-01 09:32:21
E,23,50.0922 3.77985,1970-01-01 09:34:27
E,23,50.0931 3.77475,1970-01-01 09:36:18
E,23,50.091 3.77085,1970-01-01 09:38:13
E,23,50.0922 3.77085,1970-01-01 09:40:07
E,23,50.0901 3.76875,1970-01-01 09:42:07
E,23,50.0901 3.76815,1970-01-01 09:44:07
E,23,50.0913 3.76425,1970-01-01 09:46:07
E,23,50.0925 3.76395,1970-01-01 09:48:04
E,23,50.0985 3.75885,1970-01-01 09:49:56
E,23,50.0889 3.76455,1970-01-01 09:51:48
E,23,50.0895 3.76425,1970-01-01 09:53:49
E,23,50.0898 3.76245,1970-01-01 09:55:52
E,23,50.0895 3.76395,1970-01-01 09:58:05
E,23,50.1015 3.76485,1970-01-01 09:59:56
E,23,50.1012 3.76635,1970-01-01 10:01:53
E,23,50.0979 3.76545,1970-01-01 10:03:50
E,23,50.0799 3.76065,1970-01-01 10:08:32
E,23,50.0793 3.75195,1970-01-01 10:11:01
E,23,50.076 3.75225,1970-01-01 10:12:56
E,23,50.0736 3.76545,1970-01-01 10:14:49
E,23,50.0718 3.77625,1970-01-01 10:23:04
E,23,50.0748 3.77715,1970-01-01 10:24:58
E,23,50.0766 3.77745,1970-01-01 10:30:59
E,23,50.0751 3.77625,1970-01-01 10:33:01
E,23,50.0748 3.77685,1970-01-01 10:35:03
E,23,50.0748 3.77685,1970-01-01 10:37:00
E,23,50.076 3.77415,1970-01-01 10:38:55
E,23,50.0817 3.77595,1970-01-01 10:40:53
E,23,50.0838 3.77655,1970-01-01 10:43:07
E,23,50.0847 3.77325,1970-01-01 10:45:24
E,23,50.0844 3.77745,1970-01-01 10:47:23
E,23,50.0829 3.77535,1970-01-01 10:49:19
E,23,50.0835 3.77535,1970-01-01 10:51:16
E,23,50.0901 3.78855,1970-01-01 10:53:17
E,23,50.0907 3.78765,1970-01-01 10:55:17
E,23,50.0913 3.78525,1970-01-01 10:59:19
E,23,50.0901 3.78585,1970-01-01 11:01:16
E,23,50.0892 3.78615,1970-01-01 11:03:07
E,23,50.091 3.78795,1970-01-01 11:05:03
E,23,50.0913 3.78825,1970-01-01 11:07:20
E,23,50.0916 3.78675,1970-01-01 11:11:38
E,23,50.1 3.78075,1970-01-01 11:13:34
E,23,50.0976 3.78135,1970-01-01 11:15:30
E,23,50.1042 3.78435,1970-01-01 11:17:31
E,23,50.1036 3.78435,1970-01-01 11:23:33
E,23,50.106 3.78615,1970-01-01 11:25:31
E,23,50.0823 3.76695,1970-01-01 11:41:44
E,23,50.0826 3.76575,1970-01-01 11:43:46
E,23,50.0826 3.76605,1970-01-01 11:45:50
E,23,50.0847 3.76605,1970-01-01 11:49:48
E,23,50.0859 3.77505,1970-01-01 11:51:42
E,23,50.0844 3.78225,1970-01-01 11:53:48
E,28,50.0679 3.80145,1970-01-01 00:00:00
E,28,50.0679 3.80235,1970-01-01 00:02:20
E,28,50.0655 3.79875,1970-01-01 00:04:23
E,28,50.0631 3.79905,1970-01-01 00:32:19
E,28,50.0637 3.80475,1970-01-01 00:43:01
E,28,50.0664 3.79635,1970-01-01 00:48:20
E,28,50.0646 3.79875,1970-01-01 00:53:43
E,28,50.0646 3.79665,1970-01-01 00:55:25
E,28,50.0748 3.78435,1970-01-01 00:58:52
E,28,50.0748 3.78825,1970-01-01 01:02:33
E,28,50.0751 3.78885,1970-01-01 01:04:23
E,28,50.0685 3.79305,1970-01-01 01:06:07
E,28,50.0601 3.78345,1970-01-01 01:07:56
E,28,50.0673 3.78165,1970-01-01 01:13:10
E,28,50.07 3.77805,1970-01-01 01:18:25
E,28,50.0694 3.77865,1970-01-01 01:20:10
E,28,50.0676 3.77475,1970-01-01 01:21:51
E,28,50.0781 3.77115,1970-01-01 01:29:04
E,28,50.0844 3.76875,1970-01-01 01:30:49
E,28,50.0856 3.76785,1970-01-01 01:44:23
E,28,50.0949 3.77745,1970-01-01 01:53:26
E,28,50.0964 3.77655,1970-01-01 01:58:26
E,28,50.0898 3.77085,1970-01-01 02:01:56
E,28,50.0721 3.77775,1970-01-01 02:21:29
E,28,50.0727 3.77895,1970-01-01 02:28:39
E,28,50.0739 3.77415,1970-01-01 02:32:07
E,28,50.076 3.79005,1970-01-01 02:42:49
E,28,50.0706 3.79065,1970-01-01 02:58:21
E,28,50.0763 3.79635,1970-01-01 03:05:40
E,28,50.0757 3.80055,1970-01-01 03:12:40
E,28,50.0763 3.79605,1970-01-01 03:28:49
E,28,50.076 3.80355,1970-01-01 03:32:14
E,28,50.0754 3.79995,1970-01-01 03:33:59
E,28,50.079 3.80235,1970-01-01 03:48:03
